"Prob_Chromosome"	"Prob_Plasmid"	"Prediction"	"Contig_name"	"Contig_length"
0.97975697538491	0.0202430246150904	"Chromosome"	"S1_LN:i:373036_dp:f:0.9876695883913547"	373036
0.978082512248543	0.0219174877514573	"Chromosome"	"S2_LN:i:208024_dp:f:1.0"	208024
0.984437146934188	0.0155628530658124	"Chromosome"	"S3_LN:i:203400_dp:f:1.055132226554477"	203400
0.979074883791589	0.020925116208411	"Chromosome"	"S4_LN:i:201930_dp:f:0.9561275073470126"	201930
0.985378616340296	0.014621383659704	"Chromosome"	"S5_LN:i:197890_dp:f:0.9640587263097983"	197890
0.971032220133311	0.0289677798666887	"Chromosome"	"S6_LN:i:173886_dp:f:1.0202182638441688"	173886
0.965341724759757	0.0346582752402433	"Chromosome"	"S7_LN:i:160123_dp:f:1.0115852159378786"	160123
0.943809023066529	0.0561909769334712	"Chromosome"	"S8_LN:i:151285_dp:f:1.035882229131998"	151285
0.973599781462956	0.0264002185370443	"Chromosome"	"S9_LN:i:147295_dp:f:1.0721684981959574"	147295
0.970148666189033	0.0298513338109673	"Chromosome"	"S10_LN:i:144263_dp:f:1.0279381282855409"	144263
0.968214540275323	0.0317854597246771	"Chromosome"	"S11_LN:i:130333_dp:f:1.0440018183951345"	130333
0.984349453722145	0.0156505462778553	"Chromosome"	"S12_LN:i:119255_dp:f:1.0131343600698353"	119255
0.974143589656597	0.0258564103434026	"Chromosome"	"S13_LN:i:118309_dp:f:0.9419905760798134"	118309
0.963565840006355	0.0364341599936453	"Chromosome"	"S14_LN:i:105306_dp:f:1.017750881664185"	105306
0.981571637859343	0.0184283621406567	"Chromosome"	"S15_LN:i:96319_dp:f:0.9868990871900731"	96319
0.970087249317305	0.0299127506826947	"Chromosome"	"S16_LN:i:92325_dp:f:0.9773037970104553"	92325
0.955357747928	0.0446422520720002	"Chromosome"	"S17_LN:i:90988_dp:f:1.0293666297801412"	90988
0.956011199172454	0.0439888008275455	"Chromosome"	"S18_LN:i:90955_dp:f:1.0156411819761417"	90955
0.980392584773664	0.0196074152263358	"Chromosome"	"S19_LN:i:89750_dp:f:1.0162281868896719"	89750
0.9606421151225	0.0393578848775004	"Chromosome"	"S20_LN:i:89298_dp:f:1.0506269860612638"	89298
0.939296587021404	0.0607034129785964	"Chromosome"	"S21_LN:i:88143_dp:f:1.0787085970635375"	88143
0.986710379696954	0.0132896203030457	"Chromosome"	"S22_LN:i:75327_dp:f:1.0771526193431338"	75327
0.295588545027437	0.704411454972563	"Plasmid"	"S23_LN:i:75230_dp:f:0.48607911911770446"	75230
0.954536225588872	0.0454637744111277	"Chromosome"	"S24_LN:i:74727_dp:f:0.9946208131444124"	74727
0.927521024522117	0.0724789754778828	"Chromosome"	"S25_LN:i:71046_dp:f:0.9449936894500387"	71046
0.94958793078477	0.0504120692152303	"Chromosome"	"S26_LN:i:69369_dp:f:1.064355326648047"	69369
0.990179291216458	0.00982070878354213	"Chromosome"	"S27_LN:i:67862_dp:f:1.0493114351053185"	67862
0.954569353605119	0.0454306463948808	"Chromosome"	"S28_LN:i:66886_dp:f:1.0673732648597671"	66886
0.956571567329857	0.0434284326701433	"Chromosome"	"S29_LN:i:64160_dp:f:0.9684505180631524"	64160
0.992008989024373	0.00799101097562749	"Chromosome"	"S30_LN:i:59876_dp:f:1.013948305096139"	59876
0.983910813968176	0.0160891860318242	"Chromosome"	"S31_LN:i:58051_dp:f:0.9030744915967706"	58051
0.978683908802602	0.0213160911973982	"Chromosome"	"S32_LN:i:57074_dp:f:1.0166840182045465"	57074
