"Prob_Chromosome"	"Prob_Plasmid"	"Prediction"	"Contig_name"	"Contig_length"
0.967895870708132	0.0321041292918685	"Chromosome"	"S1_LN:i:412757_dp:f:1.0095784627418491"	412757
0.977629282027808	0.0223707179721924	"Chromosome"	"S2_LN:i:385077_dp:f:0.9709359442115225"	385077
0.97842761295765	0.0215723870423504	"Chromosome"	"S3_LN:i:334598_dp:f:0.8885379102293991"	334598
0.982644792957655	0.0173552070423449	"Chromosome"	"S4_LN:i:323733_dp:f:0.945051958655351"	323733
0.970376750411161	0.0296232495888389	"Chromosome"	"S5_LN:i:251252_dp:f:1.0242050057285903"	251252
0.979274814222674	0.0207251857773257	"Chromosome"	"S6_LN:i:233937_dp:f:1.0211549337232393"	233937
0.967521356842455	0.0324786431575451	"Chromosome"	"S7_LN:i:215018_dp:f:1.0315428896055525"	215018
0.979469939176899	0.0205300608231009	"Chromosome"	"S8_LN:i:190668_dp:f:0.9647422624319498"	190668
0.962531092517082	0.0374689074829182	"Chromosome"	"S9_LN:i:178273_dp:f:1.0"	178273
0.954708765210153	0.0452912347898465	"Chromosome"	"S10_LN:i:145308_dp:f:1.0087249894873453"	145308
0.965026338557848	0.0349736614421515	"Chromosome"	"S11_LN:i:144313_dp:f:1.0327458051332898"	144313
0.981019331711799	0.0189806682882006	"Chromosome"	"S12_LN:i:139757_dp:f:0.965827441426028"	139757
0.977133673099887	0.0228663269001134	"Chromosome"	"S13_LN:i:107280_dp:f:0.8918514646222414"	107280
0.98433989343863	0.0156601065613697	"Chromosome"	"S14_LN:i:106409_dp:f:0.8976819058511526"	106409
0.990943146524756	0.00905685347524376	"Chromosome"	"S15_LN:i:101378_dp:f:0.8963868655149685"	101378
0.934278490432601	0.0657215095673992	"Chromosome"	"S16_LN:i:94627_dp:f:1.0723140308505206"	94627
0.984801304367456	0.0151986956325442	"Chromosome"	"S17_LN:i:89197_dp:f:0.9008527270034249"	89197
0.982127338425446	0.0178726615745541	"Chromosome"	"S18_LN:i:86695_dp:f:0.9209965510049242"	86695
0.979650903936569	0.0203490960634306	"Chromosome"	"S19_LN:i:80835_dp:f:0.9730441022763129"	80835
0.974322619487735	0.0256773805122654	"Chromosome"	"S20_LN:i:70529_dp:f:0.917447804099498"	70529
0.960800795861962	0.0391992041380376	"Chromosome"	"S21_LN:i:68713_dp:f:1.0561088927244644"	68713
0.895881352339908	0.104118647660092	"Chromosome"	"S22_LN:i:67853_dp:f:0.9278165658056295"	67853
0.980288543740975	0.0197114562590252	"Chromosome"	"S23_LN:i:66267_dp:f:0.8793141374153877"	66267
0.945829254004713	0.0541707459952874	"Chromosome"	"S24_LN:i:65878_dp:f:0.9572427385202271"	65878
0.147833790430422	0.852166209569578	"Plasmid"	"S25_LN:i:60134_dp:f:1.6930004316814764"	60134
0.969301347012326	0.0306986529876739	"Chromosome"	"S26_LN:i:60110_dp:f:1.0141284864020121"	60110
0.213561740164249	0.786438259835751	"Plasmid"	"S27_LN:i:57487_dp:f:1.2060600747836445"	57487
0.960986096749955	0.0390139032500453	"Chromosome"	"S28_LN:i:56330_dp:f:0.8928181705514464"	56330
0.9648257805044	0.0351742194955998	"Chromosome"	"S29_LN:i:56113_dp:f:1.0378331484397907"	56113
0.941025469682186	0.0589745303178144	"Chromosome"	"S30_LN:i:54720_dp:f:1.0096517452035998"	54720
0.967866886337606	0.0321331136623941	"Chromosome"	"S31_LN:i:50035_dp:f:0.9436130112659114"	50035
0.956636981854061	0.0433630181459388	"Chromosome"	"S32_LN:i:45405_dp:f:0.97648577327316"	45405
0.991454515227458	0.00854548477254224	"Chromosome"	"S33_LN:i:45115_dp:f:0.8863568129506508"	45115
0.980687737736968	0.0193122622630321	"Chromosome"	"S34_LN:i:43744_dp:f:0.9582205972958003"	43744
0.986200246900373	0.0137997530996269	"Chromosome"	"S35_LN:i:43695_dp:f:0.9141378570284233"	43695
0.939171298410246	0.0608287015897543	"Chromosome"	"S36_LN:i:39812_dp:f:0.9909830391661957"	39812
0.974837000762042	0.0251629992379577	"Chromosome"	"S37_LN:i:36261_dp:f:1.0484793891560693"	36261
0.739804785462628	0.260195214537372	"Chromosome"	"S38_LN:i:30805_dp:f:1.0256422657570108"	30805
0.913312091493829	0.0866879085061714	"Chromosome"	"S39_LN:i:30586_dp:f:1.0955713210467293"	30586
0.967545366681116	0.0324546333188839	"Chromosome"	"S40_LN:i:29888_dp:f:0.8688233213731898"	29888
0.974810336720539	0.0251896632794607	"Chromosome"	"S41_LN:i:28375_dp:f:0.8771238827039397"	28375
0.975716998008369	0.0242830019916308	"Chromosome"	"S42_LN:i:27559_dp:f:0.9207124094298731"	27559
0.906272783719703	0.0937272162802969	"Chromosome"	"S43_LN:i:26921_dp:f:0.9701862940986213"	26921
0.93482899905968	0.0651710009403202	"Chromosome"	"S44_LN:i:26140_dp:f:1.0811012601981131"	26140
0.984999728574676	0.0150002714253239	"Chromosome"	"S45_LN:i:25925_dp:f:0.9430235686368158"	25925
0.633844419645056	0.366155580354944	"Chromosome"	"S46_LN:i:23172_dp:f:0.9490816636530017"	23172
0.980455605477618	0.019544394522382	"Chromosome"	"S47_LN:i:21913_dp:f:0.9531136173338454"	21913
0.992518507060213	0.00748149293978684	"Chromosome"	"S48_LN:i:20544_dp:f:1.0361071395104908"	20544
0.986019130756481	0.0139808692435192	"Chromosome"	"S49_LN:i:19461_dp:f:0.9137237357966999"	19461
0.910713169929337	0.0892868300706633	"Chromosome"	"S50_LN:i:19133_dp:f:0.8749051601923701"	19133
0.986060301501078	0.0139396984989224	"Chromosome"	"S51_LN:i:17135_dp:f:0.9409559852609116"	17135
0.925443304273421	0.0745566957265793	"Chromosome"	"S52_LN:i:15968_dp:f:0.9412975597075157"	15968
0.976007964690475	0.023992035309525	"Chromosome"	"S53_LN:i:15120_dp:f:1.09506047076818"	15120
0.960971178852177	0.0390288211478232	"Chromosome"	"S54_LN:i:11728_dp:f:0.8783269502238372"	11728
0.98088703963533	0.0191129603646696	"Chromosome"	"S55_LN:i:10099_dp:f:0.8357298962278695"	10099
0.271243088506982	0.728756911493018	"Plasmid"	"S56_LN:i:9657_dp:f:1.0032045528094466"	9657
0.929873827378349	0.0701261726216511	"Chromosome"	"S57_LN:i:8986_dp:f:1.0009431082065532"	8986
0.996648271940472	0.00335172805952766	"Chromosome"	"S58_LN:i:8265_dp:f:0.8754190332536327"	8265
0.992109133996147	0.00789086600385347	"Chromosome"	"S59_LN:i:6583_dp:f:0.9680126524639833"	6583
0.996205151887696	0.00379484811230368	"Chromosome"	"S60_LN:i:6569_dp:f:1.0953289217406397"	6569
0.984391853077332	0.0156081469226682	"Chromosome"	"S61_LN:i:6215_dp:f:0.961915863085885"	6215
0.113606553234539	0.886393446765461	"Plasmid"	"S62_LN:i:5289_dp:f:0.8061428990299891"	5289
0.998427552789099	0.00157244721090122	"Chromosome"	"S63_LN:i:5171_dp:f:0.9172514547790579"	5171
0.792583053586466	0.207416946413534	"Chromosome"	"S64_LN:i:5054_dp:f:0.8290042046907543"	5054
0.958585148332312	0.0414148516676883	"Chromosome"	"S65_LN:i:5011_dp:f:0.8915455790291428"	5011
0.920889155984226	0.0791108440157737	"Chromosome"	"S66_LN:i:4760_dp:f:0.9765058169906744"	4760
0.991549278273951	0.00845072172604877	"Chromosome"	"S67_LN:i:4483_dp:f:1.0371058273819769"	4483
0.988662549970822	0.0113374500291777	"Chromosome"	"S68_LN:i:4225_dp:f:1.1175620652860612"	4225
0.992744290631477	0.00725570936852327	"Chromosome"	"S69_LN:i:4027_dp:f:0.9860982223014865"	4027
0.395885850915183	0.604114149084817	"Plasmid"	"S70_LN:i:3609_dp:f:15.873206356307493"	3609
0.863236387586501	0.136763612413499	"Chromosome"	"S71_LN:i:3316_dp:f:2.1019705520508074"	3316
0.990792790663762	0.00920720933623753	"Chromosome"	"S72_LN:i:2874_dp:f:1.0262861184749459"	2874
0.889428585715862	0.110571414284138	"Chromosome"	"S73_LN:i:2368_dp:f:0.9491537719794089"	2368
0.22944377038352	0.77055622961648	"Plasmid"	"S74_LN:i:2256_dp:f:1.0814911991681304"	2256
0.940707210703387	0.0592927892966129	"Chromosome"	"S75_LN:i:1942_dp:f:1.0893564797881636"	1942
0.955125978631035	0.0448740213689648	"Chromosome"	"S76_LN:i:1875_dp:f:0.9706125064611983"	1875
