"Prob_Chromosome"	"Prob_Plasmid"	"Prediction"	"Contig_name"	"Contig_length"
0.984020345208398	0.015979654791602	"Chromosome"	"S1_LN:i:452114_dp:f:0.9791848423666484"	452114
0.978442206867607	0.0215577931323934	"Chromosome"	"S2_LN:i:423556_dp:f:0.9800122645668571"	423556
0.967863680204035	0.0321363197959653	"Chromosome"	"S3_LN:i:319989_dp:f:1.0582810889614593"	319989
0.985355424586173	0.0146445754138266	"Chromosome"	"S4_LN:i:235321_dp:f:0.9994614299994696"	235321
0.968427001472002	0.031572998527998	"Chromosome"	"S5_LN:i:218356_dp:f:1.0177660794057197"	218356
0.971367330689273	0.0286326693107268	"Chromosome"	"S6_LN:i:214029_dp:f:0.9780916830630195"	214029
0.947646416274587	0.0523535837254134	"Chromosome"	"S7_LN:i:210594_dp:f:1.057001890519407"	210594
0.978441172469932	0.0215588275300677	"Chromosome"	"S8_LN:i:208552_dp:f:1.0397621251469211"	208552
0.986527298483594	0.0134727015164061	"Chromosome"	"S9_LN:i:201675_dp:f:1.0070431663139319"	201675
0.966753726792938	0.0332462732070617	"Chromosome"	"S10_LN:i:195586_dp:f:1.0"	195586
0.961843732059838	0.0381562679401624	"Chromosome"	"S11_LN:i:183960_dp:f:1.0053852025026961"	183960
0.952342490608055	0.0476575093919448	"Chromosome"	"S12_LN:i:158927_dp:f:1.038329261715604"	158927
0.978633263375567	0.0213667366244327	"Chromosome"	"S13_LN:i:150990_dp:f:0.9977417230173216"	150990
0.965607333182548	0.0343926668174523	"Chromosome"	"S14_LN:i:147635_dp:f:1.0702483643398224"	147635
0.971386880741545	0.0286131192584553	"Chromosome"	"S15_LN:i:133908_dp:f:1.0822079977798849"	133908
0.96221093842028	0.0377890615797195	"Chromosome"	"S16_LN:i:108126_dp:f:1.0968346676867733"	108126
0.928778315743501	0.0712216842564993	"Chromosome"	"S17_LN:i:100659_dp:f:1.0416025586209245"	100659
0.963633010327479	0.0363669896725206	"Chromosome"	"S18_LN:i:96111_dp:f:1.058549830458355"	96111
0.956000841763379	0.043999158236621	"Chromosome"	"S19_LN:i:94778_dp:f:1.069389300187074"	94778
0.982399352657504	0.0176006473424957	"Chromosome"	"S20_LN:i:92486_dp:f:1.035402399346566"	92486
0.99010163633703	0.00989836366297048	"Chromosome"	"S21_LN:i:91733_dp:f:1.00178918594354"	91733
0.961254351499684	0.038745648500316	"Chromosome"	"S22_LN:i:86425_dp:f:1.0717563734977598"	86425
0.954763573305299	0.0452364266947011	"Chromosome"	"S23_LN:i:70925_dp:f:0.98692251362011"	70925
0.956909207262008	0.0430907927379921	"Chromosome"	"S24_LN:i:70659_dp:f:1.0215437442388642"	70659
0.184372630728913	0.815627369271087	"Plasmid"	"S25_LN:i:50339_dp:f:1.8487793767217757"	50339
0.947012548335888	0.0529874516641122	"Chromosome"	"S26_LN:i:49797_dp:f:1.0952540601149823"	49797
0.906228908129718	0.093771091870282	"Chromosome"	"S27_LN:i:47349_dp:f:1.109367446499363"	47349
0.958593581671033	0.0414064183289665	"Chromosome"	"S28_LN:i:43596_dp:f:1.0426928084851093"	43596
0.948095063257194	0.0519049367428059	"Chromosome"	"S29_LN:i:42378_dp:f:1.091705045974802"	42378
0.974534329274622	0.025465670725378	"Chromosome"	"S30_LN:i:41243_dp:f:1.0536411587567576"	41243
0.890722091433183	0.109277908566817	"Chromosome"	"S31_LN:i:39228_dp:f:1.0651359076168818"	39228
0.984750420744411	0.0152495792555889	"Chromosome"	"S32_LN:i:34105_dp:f:0.9781272216088419"	34105
0.256395363032218	0.743604636967782	"Plasmid"	"S33_LN:i:33662_dp:f:2.092279469020952"	33662
0.935019855622854	0.0649801443771463	"Chromosome"	"S34_LN:i:30861_dp:f:1.0703591724451778"	30861
0.978461875800563	0.0215381241994366	"Chromosome"	"S35_LN:i:29690_dp:f:1.0729879992205011"	29690
0.979217631508373	0.0207823684916266	"Chromosome"	"S36_LN:i:26797_dp:f:1.0820105810404592"	26797
0.353005082450457	0.646994917549543	"Plasmid"	"S37_LN:i:19348_dp:f:1.8867436201034389"	19348
0.983545066134197	0.0164549338658027	"Chromosome"	"S38_LN:i:16368_dp:f:1.0371545505489181"	16368
0.597848634377173	0.402151365622827	"Chromosome"	"S39_LN:i:13728_dp:f:2.1327885602473486"	13728
