"Prob_Chromosome"	"Prob_Plasmid"	"Prediction"	"Contig_name"	"Contig_length"
0.984015322646128	0.0159846773538722	"Chromosome"	"S1_LN:i:452112_dp:f:0.9750392330576392"	452112
0.977303088738187	0.0226969112618126	"Chromosome"	"S2_LN:i:385226_dp:f:0.9712449693887056"	385226
0.961325733194821	0.0386742668051789	"Chromosome"	"S3_LN:i:366201_dp:f:1.0501107555692886"	366201
0.969190088683982	0.0308099113160182	"Chromosome"	"S4_LN:i:319987_dp:f:1.0526278769153998"	319987
0.979947630096588	0.0200523699034116	"Chromosome"	"S5_LN:i:235320_dp:f:1.0000098772854709"	235320
0.973599913778519	0.026400086221481	"Chromosome"	"S6_LN:i:218354_dp:f:1.0184711837324054"	218354
0.975209879510233	0.0247901204897668	"Chromosome"	"S7_LN:i:214029_dp:f:0.9737557365779338"	214029
0.978438760556049	0.0215612394439507	"Chromosome"	"S8_LN:i:208548_dp:f:1.0344407018996733"	208548
0.989900583108962	0.010099416891038	"Chromosome"	"S9_LN:i:201671_dp:f:1.0"	201671
0.966449240888036	0.0335507591119644	"Chromosome"	"S10_LN:i:195584_dp:f:0.99016352101579"	195584
0.976884828634345	0.0231151713656554	"Chromosome"	"S11_LN:i:183959_dp:f:1.0005107187843234"	183959
0.971021146484919	0.028978853515081	"Chromosome"	"S12_LN:i:159046_dp:f:1.030038566791153"	159046
0.978656232055655	0.021343767944345	"Chromosome"	"S13_LN:i:150989_dp:f:0.9863939107854829"	150989
0.967239626220221	0.0327603737797793	"Chromosome"	"S14_LN:i:133907_dp:f:1.0755078314740052"	133907
0.96221093842028	0.0377890615797195	"Chromosome"	"S15_LN:i:108126_dp:f:1.082662462275945"	108126
0.928599113210011	0.071400886789989	"Chromosome"	"S16_LN:i:100657_dp:f:1.0248282012692802"	100657
0.97206090053881	0.0279390994611898	"Chromosome"	"S17_LN:i:96111_dp:f:1.0602071936488218"	96111
0.979758912516318	0.0202410874836821	"Chromosome"	"S18_LN:i:94778_dp:f:1.0624567366492232"	94778
0.982399352657504	0.0176006473424957	"Chromosome"	"S19_LN:i:92486_dp:f:1.0315714175750965"	92486
0.980859185961053	0.019140814038947	"Chromosome"	"S20_LN:i:91732_dp:f:1.0014063296750186"	91732
0.961254351499684	0.038745648500316	"Chromosome"	"S21_LN:i:86425_dp:f:1.061195915583054"	86425
0.948061433781864	0.0519385662181361	"Chromosome"	"S22_LN:i:77333_dp:f:1.0831495239536137"	77333
0.961897778295983	0.0381022217040167	"Chromosome"	"S23_LN:i:70656_dp:f:1.0215740453192974"	70656
0.955758598785403	0.0442414012145972	"Chromosome"	"S24_LN:i:70423_dp:f:0.9801843880846737"	70423
0.196629650476168	0.803370349523832	"Plasmid"	"S25_LN:i:50311_dp:f:1.5277371926853964"	50311
0.967524261360632	0.0324757386393677	"Chromosome"	"S26_LN:i:49796_dp:f:1.0772716052331923"	49796
0.958593581671033	0.0414064183289665	"Chromosome"	"S27_LN:i:43596_dp:f:1.0425230060331945"	43596
0.974534329274622	0.025465670725378	"Chromosome"	"S28_LN:i:41243_dp:f:1.0344486647608886"	41243
0.893965638377925	0.106034361622075	"Chromosome"	"S29_LN:i:39226_dp:f:1.0483120061367117"	39226
0.989487420630667	0.0105125793693326	"Chromosome"	"S30_LN:i:38007_dp:f:0.9654146394549156"	38007
0.984702359158421	0.0152976408415787	"Chromosome"	"S31_LN:i:34102_dp:f:0.9592186310155847"	34102
0.355071232799742	0.644928767200258	"Plasmid"	"S32_LN:i:33662_dp:f:1.917585630324403"	33662
0.935019855622854	0.0649801443771463	"Chromosome"	"S33_LN:i:30861_dp:f:1.0508455231467104"	30861
0.981078040803497	0.0189219591965034	"Chromosome"	"S34_LN:i:26735_dp:f:1.0957441161091335"	26735
0.906477911341333	0.0935220886586667	"Chromosome"	"S35_LN:i:26416_dp:f:1.0666174250734923"	26416
0.221518907139069	0.778481092860931	"Plasmid"	"S36_LN:i:19348_dp:f:1.565671043586048"	19348
0.981020868961195	0.0189791310388054	"Chromosome"	"S37_LN:i:16367_dp:f:1.0198086195675702"	16367
0.944960209760603	0.0550397902393968	"Chromosome"	"S38_LN:i:15113_dp:f:1.073485264725321"	15113
0.597478837040649	0.402521162959351	"Chromosome"	"S39_LN:i:13727_dp:f:1.9477556675664702"	13727
0.0584486334963203	0.94155136650368	"Plasmid"	"S40_LN:i:9303_dp:f:2.0653394758365353"	9303
0.998444593941141	0.00155540605885918	"Chromosome"	"S41_LN:i:8840_dp:f:1.0615144300316657"	8840
0.724795071859721	0.275204928140279	"Chromosome"	"S42_LN:i:8301_dp:f:1.9776031256884559"	8301
0.933188292024766	0.0668117079752335	"Chromosome"	"S43_LN:i:7762_dp:f:1.9038404879641355"	7762
