"Prob_Chromosome"	"Prob_Plasmid"	"Prediction"	"Contig_name"	"Contig_length"
0.981608611681061	0.0183913883189392	"Chromosome"	"S1_LN:i:567636_dp:f:1.0"	567636
0.982768946462304	0.0172310535376958	"Chromosome"	"S2_LN:i:392316_dp:f:0.9640799481490998"	392316
0.981979120245035	0.0180208797549649	"Chromosome"	"S3_LN:i:360527_dp:f:0.9874089229251409"	360527
0.972490247154598	0.0275097528454025	"Chromosome"	"S4_LN:i:317692_dp:f:1.0370471844555171"	317692
0.962865220569153	0.0371347794308474	"Chromosome"	"S5_LN:i:270967_dp:f:1.039954633306108"	270967
0.97416816353339	0.0258318364666098	"Chromosome"	"S6_LN:i:240925_dp:f:1.0042940667480733"	240925
0.97625083052142	0.0237491694785797	"Chromosome"	"S7_LN:i:235629_dp:f:1.0396877704008605"	235629
0.967960711742497	0.032039288257503	"Chromosome"	"S8_LN:i:219188_dp:f:1.0345191521548351"	219188
0.977664938437306	0.022335061562694	"Chromosome"	"S9_LN:i:209737_dp:f:0.9764661461893277"	209737
0.964862488269571	0.0351375117304289	"Chromosome"	"S10_LN:i:197834_dp:f:1.0254510387436415"	197834
0.958826318442766	0.0411736815572342	"Chromosome"	"S11_LN:i:197527_dp:f:1.0286149815217656"	197527
0.942131336098929	0.0578686639010706	"Chromosome"	"S12_LN:i:178251_dp:f:1.0208678705148837"	178251
0.971303951916298	0.0286960480837024	"Chromosome"	"S13_LN:i:175421_dp:f:1.0139506904039135"	175421
0.98624741609147	0.01375258390853	"Chromosome"	"S14_LN:i:156473_dp:f:1.0286837189367533"	156473
0.978591441250788	0.0214085587492121	"Chromosome"	"S15_LN:i:142389_dp:f:0.9611855991072223"	142389
0.967329319607869	0.0326706803921305	"Chromosome"	"S16_LN:i:128900_dp:f:1.0544218374724041"	128900
0.93232885191501	0.0676711480849904	"Chromosome"	"S17_LN:i:116086_dp:f:1.0151305976270726"	116086
0.965413199189481	0.0345868008105187	"Chromosome"	"S18_LN:i:114441_dp:f:1.034136213296242"	114441
0.933912886134792	0.0660871138652077	"Chromosome"	"S19_LN:i:102874_dp:f:1.0511467018170937"	102874
0.982226812416321	0.0177731875836794	"Chromosome"	"S20_LN:i:72135_dp:f:0.96476398806395"	72135
0.972553350463907	0.0274466495360933	"Chromosome"	"S21_LN:i:71801_dp:f:1.0174754769163588"	71801
0.980510419213346	0.0194895807866535	"Chromosome"	"S22_LN:i:65188_dp:f:1.0631696843739638"	65188
0.326576519134069	0.673423480865931	"Plasmid"	"S23_LN:i:64484_dp:f:1.8059917937988097"	64484
0.992054483751214	0.00794551624878626	"Chromosome"	"S24_LN:i:62011_dp:f:1.0454091493542725"	62011
0.984750565857888	0.0152494341421119	"Chromosome"	"S25_LN:i:45210_dp:f:0.9656858781002595"	45210
0.978337746214517	0.0216622537854833	"Chromosome"	"S26_LN:i:41306_dp:f:1.049775996894686"	41306
0.196905923073497	0.803094076926503	"Plasmid"	"S27_LN:i:38356_dp:f:1.8039083285486701"	38356
0.953205172037664	0.0467948279623357	"Chromosome"	"S28_LN:i:29791_dp:f:1.0561847499979782"	29791
0.792283616759018	0.207716383240982	"Chromosome"	"S29_LN:i:13358_dp:f:1.0077228507427682"	13358
0.0767288348520446	0.923271165147955	"Plasmid"	"S30_LN:i:11433_dp:f:1.7179238874647216"	11433
0.986093401340125	0.0139065986598749	"Chromosome"	"S31_LN:i:11028_dp:f:1.0028889931181717"	11028
0.953398912719626	0.0466010872803743	"Chromosome"	"S32_LN:i:9130_dp:f:0.9915068858716308"	9130
0.979410921179254	0.0205890788207458	"Chromosome"	"S33_LN:i:8393_dp:f:1.0819552155524466"	8393
0.897341698645747	0.102658301354253	"Chromosome"	"S34_LN:i:6016_dp:f:0.9547940740820091"	6016
0.0958663740694746	0.904133625930525	"Plasmid"	"S35_LN:i:5417_dp:f:1.761160008398482"	5417
0.988887517606344	0.0111124823936559	"Chromosome"	"S36_LN:i:5408_dp:f:0.9551104246354895"	5408
0.967916526063041	0.0320834739369585	"Chromosome"	"S37_LN:i:5375_dp:f:1.0182998476472807"	5375
0.898024859280163	0.101975140719837	"Chromosome"	"S38_LN:i:4136_dp:f:1.0727100332365618"	4136
0.876429661503049	0.123570338496951	"Chromosome"	"S39_LN:i:4096_dp:f:2.1319313596260683"	4096
0.988286729342635	0.0117132706573647	"Chromosome"	"S40_LN:i:3143_dp:f:7.605855619081507"	3143
0.442691295403529	0.557308704596471	"Plasmid"	"S41_LN:i:3137_dp:f:1.0065745315747339"	3137
